Id,Probability
351,0.05472768
352,0.027246641
353,0.004944034
354,0.123117216
355,0.010257326
356,0.0075021973
357,0.75406843
358,0.0056552966
359,0.03532941
360,0.18058309
361,0.024141025
362,0.011133746
363,0.0055705244
364,0.01853685
365,0.16604474
366,0.08760135
367,0.019231893
368,0.075928755
369,0.015796944
370,0.3461183
371,0.012199401
372,0.11584251
373,0.01188609
374,0.014189132
375,0.010055239
376,0.0058662924
377,0.023470733
378,0.0052063838
379,0.020024119
380,0.020725947
381,0.008342379
382,0.020705372
383,0.032481145
384,0.068117656
385,0.008114244
386,0.005048709
387,0.006527068
388,0.017172176
389,0.023368323
390,0.0125693865
391,0.006371137
392,0.00686019
393,0.02058599
394,0.08581256
395,0.016500544
396,0.006298799
397,0.088308886
398,0.13783921
399,0.011847118
400,0.02561003
401,0.007944696
402,0.005167373
403,0.014081484
404,0.0049031414
405,0.80037224
406,0.4967732
407,0.017975012
408,0.10027254
409,0.022593228
410,0.022194643
411,0.03221064
412,0.062279884
413,0.122245595
414,0.011719865
415,0.0078037805
416,0.111271925
417,0.09770858
418,0.057741508
419,0.011095252
420,0.015973333
421,0.011130223
422,0.010748601
423,0.041428372
424,0.012407356
425,0.0064956723
426,0.009614791
427,0.051198676
428,0.015590049
429,0.07296088
430,0.014019989
431,0.25553414
432,0.006205446
433,0.011898736
434,0.015397593
435,0.026353737
436,0.03133978
437,0.06768072
438,0.13338366
439,0.0071974667
440,0.03331657
441,0.013544019
442,0.035028476
443,0.053408574
444,0.004609187
445,0.037555397
446,0.3400268
447,0.009222789
448,0.09570432
449,0.061563823
450,0.008356186
451,0.020687401
452,0.0074946275
453,0.12192065
454,0.014158289
455,0.056029357
456,0.025855348
457,0.056052554
458,0.010842177
459,0.08363319
460,0.011176018
461,0.016321147
462,0.05645853
463,0.013911121
464,0.052243784
465,0.045143206
466,0.0051479293
467,0.011546198
468,0.014056527
469,0.01085309
470,0.15475087
471,0.006473382
472,0.011723937
473,0.25858614
474,0.033747397
475,0.017655931
476,0.016063862
477,0.00914975
478,0.013291037
479,0.021211278
480,0.011361666
481,0.07339246
482,0.011703544
483,0.04667027
484,0.033520292
485,0.005928343
486,0.22461745
487,0.043278065
488,0.06320331
489,0.15388837
490,0.06396476
491,0.008997704
492,0.02385856
493,0.36204603
494,0.011191421
495,0.17081861
496,0.017216286
497,0.019381186
498,0.010549289
499,0.09215993
500,0.013541235
501,0.0154525805
502,0.010487868
503,0.029936139
504,0.014377747
505,0.008038335
506,0.21581331
507,0.06955983
508,0.0045092255
509,0.007007779
510,0.017398149
511,0.01609058
512,0.2681929
513,0.042563878
514,0.025443554
515,0.01953337
516,0.39936745
517,0.009574323
518,0.009925297
519,0.007736776
520,0.012387693
521,0.0059200446
522,0.0128204115
523,0.07192261
524,0.03838461
525,0.06306653
526,0.52084744
527,0.10550315
528,0.009277686
529,0.09625608
530,0.019350074
531,0.00795809
532,0.006574051
533,0.01052477
534,0.007015512
535,0.014546491
536,0.00529928
537,0.013735859
538,0.062491953
539,0.013591666
540,0.006449746
541,0.019651806
542,0.03405808
543,0.108654186
544,0.07344951
545,0.018166656
546,0.005635075
547,0.041276924
548,0.0064782016
549,0.0069534397
550,0.18761736
551,0.32033053
552,0.15941001
553,0.010682508
554,0.010076646
555,0.08158024
556,0.019261366
557,0.017332453
558,0.01975136
559,0.090246715
560,0.021139478
561,0.0052766316
562,0.008954413
563,0.07443768
564,0.04140018
565,0.09586022
566,0.013179483
567,0.0076732743
568,0.03319217
569,0.29458928
570,0.048726577
571,0.109626
572,0.023059575
573,0.016232679
574,0.06903116
575,0.05875949
576,0.008487923
577,0.039949
578,0.011109077
579,0.12020151
580,0.0075317663
581,0.008584702
582,0.012955359
583,0.008618888
584,0.024013547
585,0.040932607
586,0.005601209
587,0.010227154
588,0.06496682
589,0.012055772
590,0.014636981
591,0.15344363
592,0.010577697
593,0.021230264
594,0.017684452
595,0.12741564
596,0.008762316
597,0.017349826
598,0.029295594
599,0.026857577
600,0.010675572
601,0.012040727
602,0.034983236
603,0.016036015
604,0.011845259
605,0.08426937
606,0.009713402
607,0.050911445
608,0.019365229
609,0.22199029
610,0.019258952
611,0.04776524
612,0.006687413
613,0.008109284
614,0.037129514
615,0.017478906
616,0.007880165
617,0.036593094
618,0.008731568
619,0.01685373
620,0.022687562
621,0.006956535
622,0.02970575
623,0.02274912
624,0.04070835
625,0.06192722
626,0.665248
627,0.08232706
628,0.012245853
629,0.009773455
630,0.1579037
631,0.010352077
632,0.022284595
633,0.006269285
634,0.039138176
635,0.07761013
636,0.0068844785
637,0.010235463
638,0.0217037
639,0.09025505
640,0.0055610524
641,0.010575617
642,0.29876524
643,0.11991655
644,0.60257065
645,0.08392401
646,0.2291988
647,0.0105631305
648,0.107611306
649,0.0054611834
650,0.01910197
651,0.30824208
652,0.010192098
653,0.046796903
654,0.60631335
655,0.011386738
656,0.024002155
657,0.013753908
658,0.010957928
659,0.07200206
660,0.15319383
661,0.023357464
662,0.21039824
663,0.115842156
664,0.10479365
665,0.4957167
666,0.005118421
667,0.01783729
668,0.07346421
669,0.40609202
670,0.03655695
671,0.009605165
672,0.10110576
673,0.02845787
674,0.008229499
675,0.48462793
676,0.17377003
677,0.022868035
678,0.037620902
679,0.025507381
680,0.1555927
681,0.04017933
682,0.0099733155
683,0.04772576
684,0.018513823
685,0.082659625
686,0.0076480596
687,0.006334496
688,0.0116849495
689,0.08429299
690,0.016510917
691,0.03971274
692,0.5836889
693,0.024896394
694,0.026024316
695,0.03081752
696,0.013795488
697,0.008378587
698,0.02978694
699,0.19857937
700,0.013868218
701,0.007840206
702,0.28730813
703,0.09774624
704,0.7708822
705,0.025739009
706,0.011087851
707,0.03466896
708,0.015765682
709,0.023230832
710,0.009039408
711,0.043715455
712,0.18164122
713,0.01428707
714,0.012034114
715,0.015012097
716,0.44125906
717,0.0083751455
718,0.053285882
719,0.02394514
720,0.008412011
721,0.0064471033
722,0.016788498
723,0.06465398
724,0.011082765
725,0.18215169
726,0.030802906
727,0.012222165
728,0.025767615
729,0.056215063
730,0.6065965
731,0.020746542
732,0.03638967
733,0.009339244
734,0.010610972
735,0.065899506
736,0.020866228
737,0.035987534
738,0.07647168
739,0.01309776
740,0.0074836477
741,0.01546746
742,0.014952023
743,0.049247358
744,0.016406756
745,0.017249955
746,0.050000016
747,0.008518798
748,0.04585947
749,0.027586535
750,0.053747043
751,0.23076788
752,0.006106849
753,0.008954951
754,0.0060788067
755,0.02359807
756,0.013094531
757,0.035737723
758,0.016857814
759,0.008575312
760,0.012219713
761,0.010934202
762,0.043125752
763,0.09010351
764,0.0063482784
765,0.02031797
766,0.06348239
767,0.0076790894
768,0.060193986
769,0.013993879
770,0.11478762
771,0.0070221215
772,0.14897548
773,0.046099626
774,0.00976175
775,0.04454606
776,0.014222773
777,0.11377842
778,0.009623962
779,0.015071263
780,0.36935398
781,0.030807279
782,0.020440852
783,0.018152159
784,0.043022987
785,0.024700085
786,0.09912594
787,0.04174624
788,0.027439
789,0.058399163
790,0.10753697
791,0.031184461
792,0.3417563
793,0.053918954
794,0.024131203
795,0.2742809
796,0.0087455865
797,0.11640851
798,0.015376412
799,0.29714167
800,0.024366414
801,0.012731192
802,0.010109018
803,0.056179356
804,0.012983701
805,0.24058765
806,0.011157478
807,0.0066956603
808,0.07437148
809,0.03774644
810,0.027256645
811,0.10037543
812,0.020809144
813,0.02797285
814,0.013504062
815,0.084568635
816,0.0523637
817,0.0065602264
818,0.019392485
819,0.0070362133
820,0.051860917
821,0.017329255
822,0.14742583
823,0.009723254
824,0.013342054
825,0.012142783
826,0.016885338
827,0.046723727
828,0.0128332665
829,0.009883471
830,0.017596474
831,0.10938444
832,0.025243301
833,0.09661426
834,0.010299669
835,0.08443407
836,0.020394936
837,0.14033201
838,0.015900996
839,0.11287574
840,0.45369598
841,0.16493654
842,0.03983013
843,0.16032799
844,0.065508634
845,0.733121
846,0.78255516
847,0.011942691
848,0.009187115
849,0.22255993
850,0.022549272
851,0.032988265
852,0.017603664
853,0.071569234
854,0.018591518
855,0.005113065
856,0.014096347
857,0.03645341
858,0.06618021
859,0.006584233
860,0.06532487
861,0.29933193
862,0.0063445857
863,0.009560036
864,0.011271365
865,0.016607976
866,0.00884371
867,0.006944249
868,0.056812983
869,0.029616518
870,0.0051863412
871,0.017547758
872,0.028620774
873,0.0070352843
874,0.008178904
875,0.0071183513
876,0.031916507
877,0.013261028
878,0.027200839
879,0.005647015
880,0.02122054
881,0.015952563
882,0.07948654
883,0.049500205
884,0.041441415
885,0.005588552
886,0.017185606
887,0.045026943
888,0.49617937
889,0.021201424
890,0.040594775
891,0.0087625515
892,0.008786141
893,0.36803287
894,0.78633827
895,0.020169504
896,0.018739834
897,0.01090906
898,0.0049693957
899,0.018011924
900,0.0066729314
901,0.04106055
902,0.040610313
903,0.014326886
904,0.008709458
905,0.007379393
906,0.018234394
907,0.0775231
908,0.12433969
909,0.05999256
910,0.017469654
911,0.017852224
912,0.059730522
913,0.005768524
914,0.014972242
915,0.055906437
916,0.021234833
917,0.035849795
918,0.010071999
919,0.021170866
920,0.021275995
921,0.046763994
922,0.080149546
923,0.08910065
924,0.012168497
925,0.011125962
926,0.058578037
927,0.06530455
928,0.023497682
929,0.04119047
930,0.18523021
931,0.10852638
932,0.015371454
933,0.02397686
934,0.016791148
935,0.0072323424
936,0.005660882
937,0.00899155
938,0.020551251
939,0.060093854
940,0.010166547
941,0.074370034
942,0.0053121042
943,0.039890114
944,0.1569954
945,0.013734205
946,0.011048965
947,0.058391284
948,0.017529542
949,0.018981121
950,0.008294449
951,0.005604389
952,0.11297237
953,0.06083109
954,0.0070752827
955,0.13889132
956,0.049309596
957,0.010399571
958,0.02480561
959,0.017610973
960,0.014633467
961,0.009836649
962,0.011825991
963,0.00602463
964,0.018248275
965,0.021850804
966,0.040130004
967,0.042126954
968,0.039913528
969,0.24938348
970,0.11717109
971,0.00880278
972,0.32112196
973,0.010094846
974,0.09136136
975,0.008677631
976,0.012594973
977,0.078580126
978,0.026017422
979,0.05571321
980,0.5280369
981,0.008164867
982,0.0065960865
983,0.01079802
984,0.0075443946
985,0.027884716
986,0.28913674
987,0.0061295987
988,0.011799824
989,0.018005334
990,0.013391867
991,0.028097821
992,0.0057330155
993,0.0081865275
994,0.03506643
995,0.0069570947
996,0.4460953
997,0.00672755
998,0.025272168
999,0.014973796
1000,0.0105488915
1001,0.0058142594
1002,0.060934648
1003,0.02126631
1004,0.016989315
1005,0.060992017
1006,0.014937527
1007,0.035440564
1008,0.006594396
1009,0.025245804
1010,0.0069094403
1011,0.010014
1012,0.01180399
1013,0.027029736
1014,0.073663644
1015,0.012963142
1016,0.13925636
1017,0.012366627
1018,0.29043862
1019,0.035292
1020,0.0067498535
1021,0.018718746
1022,0.06473924
1023,0.021665502
1024,0.23051384
1025,0.019735487
1026,0.008771005
1027,0.02164903
1028,0.01628315
1029,0.0062293783
1030,0.013239998
1031,0.0126608005
1032,0.034332287
1033,0.00849897
1034,0.027761856
1035,0.0051859627
1036,0.015786162
1037,0.011796505
1038,0.005648225
1039,0.011516733
1040,0.004551514
1041,0.102384
1042,0.3715308
1043,0.009937559
1044,0.043801367
1045,0.017237155
1046,0.011035583
1047,0.011320359
1048,0.024502218
1049,0.013218274
1050,0.012087556
1051,0.014915454
1052,0.046315454
1053,0.18802236
1054,0.007653968
1055,0.0901597
1056,0.0070240535
1057,0.007734564
1058,0.018534122
1059,0.071181774
1060,0.058820624
1061,0.03514052
1062,0.05226668
1063,0.007880273
1064,0.021874094
1065,0.122381665
1066,0.028828036
1067,0.02462099
1068,0.006085082
1069,0.014558896
1070,0.010342863
1071,0.015273725
1072,0.076360434
1073,0.31270725
1074,0.012727195
1075,0.022272516
1076,0.03923071
1077,0.022742707
1078,0.00840493
1079,0.11719941
1080,0.029592339
1081,0.03824434
1082,0.09280147
1083,0.021646641
1084,0.04781515
1085,0.024806995
1086,0.017331114
1087,0.0345002
1088,0.04655281
1089,0.2597297
1090,0.011461576
1091,0.010237744
1092,0.0064349254
1093,0.08142935
1094,0.009550825
1095,0.21496075
1096,0.061970312
1097,0.029263679
1098,0.10954471
1099,0.08083042
1100,0.048591875
1101,0.0226419
1102,0.010497775
1103,0.029438019
1104,0.008381797
1105,0.03722183
1106,0.047303956
1107,0.024703031
1108,0.14670204
1109,0.06637474
1110,0.018132322
1111,0.015567452
1112,0.014527154
1113,0.013956674
1114,0.021490611
1115,0.011687963
1116,0.017828846
1117,0.08295462
1118,0.22029407
1119,0.014517469
1120,0.024862172
1121,0.034996744
1122,0.004584789
1123,0.02890853
1124,0.09259196
1125,0.022040917
1126,0.09788597
1127,0.016157541
1128,0.25325808
1129,0.021760708
1130,0.02494578
1131,0.015737435
1132,0.7708822
1133,0.011732437
1134,0.094298236
1135,0.21130438
1136,0.05250986
1137,0.008813433
1138,0.011009027
1139,0.018396733
1140,0.013059029
1141,0.020287646
1142,0.00903911
1143,0.08398346
1144,0.31492364
1145,0.0563955
1146,0.027293816
1147,0.084342495
1148,0.0202492
1149,0.03043553
1150,0.012642479
1151,0.024182072
1152,0.16000538
1153,0.006535898
1154,0.011454868
1155,0.15121838
1156,0.014113732
1157,0.51805955
1158,0.6370473
1159,0.05525829
1160,0.008090136
1161,0.19370434
1162,0.052069247
1163,0.04713751
1164,0.03873877
1165,0.05224225
1166,0.028988482
1167,0.7708822
1168,0.009144448
1169,0.016891135
1170,0.020239083
1171,0.3369757
1172,0.016180448
1173,0.018380502
1174,0.015395613
1175,0.036512665
1176,0.44936725
1177,0.77669275
1178,0.20221193
1179,0.0290564
1180,0.100628436
1181,0.56918323
1182,0.035100594
1183,0.06463154
1184,0.1644873
1185,0.03354211
1186,0.13152927
1187,0.10821962
1188,0.69763184
1189,0.05842757
1190,0.0053770905
1191,0.37268874
1192,0.0077518206
1193,0.7278939
1194,0.034048673
1195,0.10934961
1196,0.0069076153
1197,0.008106311
1198,0.010546089
1199,0.07543751
1200,0.051938806
1201,0.034435425
1202,0.0070362133
1203,0.005427332
1204,0.0064217895
1205,0.0140686985
1206,0.012073755
1207,0.5103575
1208,0.031076785
1209,0.096063495
1210,0.01728665
1211,0.13601536
1212,0.17301504
1213,0.005231829
1214,0.008945603
1215,0.6795097
1216,0.018528463
1217,0.066257425
1218,0.011703638
1219,0.039194506
1220,0.021155214
1221,0.047205973
1222,0.03395919
1223,0.102905825
1224,0.0070854304
1225,0.06886488
1226,0.014412839
1227,0.008400691
1228,0.062457055
1229,0.22714223
1230,0.3551523
1231,0.016848428
1232,0.109641075
1233,0.02167026
1234,0.7479068
1235,0.853479
1236,0.006794496
1237,0.06647374
1238,0.49609846
1239,0.06395948
1240,0.02186579
1241,0.006316624
1242,0.027426673
1243,0.00912885
1244,0.03354147
1245,0.040586177
1246,0.119748384
1247,0.028988844
1248,0.0058955443
1249,0.08211257
1250,0.01263914
1251,0.13958138
1252,0.051484324
1253,0.0067406083
1254,0.12743552
1255,0.030434532
1256,0.057114135
1257,0.023075394
1258,0.018642139
1259,0.0066036675
1260,0.23499556
1261,0.021413691
1262,0.07464342
1263,0.1136333
1264,0.010922497
1265,0.006649769
1266,0.018477095
1267,0.08543559
1268,0.06478934
1269,0.029867351
1270,0.042112123
1271,0.009812541
1272,0.28039628
1273,0.15819219
1274,0.088343084
1275,0.101616144
1276,0.53461623
1277,0.028398512
1278,0.28205618
1279,0.03005982
1280,0.014221617
1281,0.21351956
1282,0.0073838895
1283,0.040923294
1284,0.06770378
1285,0.014176223
1286,0.009546005
1287,0.011719456
1288,0.09277901
1289,0.015692031
1290,0.05711818
1291,0.021800747
1292,0.12147697
1293,0.033706397
1294,0.6684792
1295,0.04275673
1296,0.00873123
1297,0.04502567
1298,0.0046256986
1299,0.004238803
1300,0.118223816
1301,0.019078275
1302,0.018466486
1303,0.07827075
1304,0.07508841
1305,0.0067558535
1306,0.0073459833
1307,0.09044338
1308,0.007860919
1309,0.02703311
1310,0.06566612
1311,0.0054030037
1312,0.015890209
1313,0.06969171
1314,0.019124493
1315,0.059687812
1316,0.01617349
1317,0.567448
1318,0.018825607
1319,0.0075397054
1320,0.013269479
1321,0.017337816
1322,0.036083512
1323,0.0644844
1324,0.02904189
1325,0.059234254
1326,0.012836662
1327,0.031469144
1328,0.038027223
1329,0.06817566
1330,0.016047621
1331,0.022837715
1332,0.007876155
1333,0.03268226
1334,0.03363433
1335,0.07860694
1336,0.07374889
1337,0.010839549
1338,0.043072723
1339,0.17807427
1340,0.035636485
1341,0.014272988
1342,0.016563838
1343,0.008259762
1344,0.02729408
1345,0.014127785
1346,0.017985132
1347,0.079009645
1348,0.1230628
1349,0.121753335
1350,0.010887928
1351,0.04261425
1352,0.040811375
1353,0.0061072973
1354,0.010567238
1355,0.022621768
1356,0.01987396
1357,0.046001874
1358,0.012394432
1359,0.027595203
1360,0.0049211094
1361,0.23426303
1362,0.011743482
1363,0.007208659
1364,0.012484849
1365,0.06827068
1366,0.009204803
1367,0.019152757
1368,0.157692
1369,0.7527646
1370,0.0054040006
1371,0.090821184
1372,0.012740792
1373,0.01313956
1374,0.062423084
1375,0.07524136
1376,0.018207755
1377,0.45245567
1378,0.010926125
1379,0.011785115
1380,0.005144119
1381,0.07161201
1382,0.109776005
1383,0.038488764
1384,0.0051036035
1385,0.016063312
1386,0.008349467
1387,0.027506351
1388,0.058169257
1389,0.052719176
1390,0.047665488
1391,0.02103222
1392,0.021697162
1393,0.036900397
1394,0.15244405
1395,0.049400613
1396,0.03297178
1397,0.025471112
1398,0.01718783
1399,0.08837727
1400,0.047935694
1401,0.014954966
1402,0.010783926
1403,0.011669828
1404,0.07280658
1405,0.012055875
1406,0.013659977
1407,0.052389946
1408,0.027023684
1409,0.024279369
1410,0.012600413
1411,0.01283485
1412,0.009010174
1413,0.016334664
1414,0.016985899
1415,0.011923064
1416,0.020595431
1417,0.030856447
1418,0.0051139453
1419,0.6172877
1420,0.029160237
1421,0.03871012
1422,0.102568746
1423,0.005010662
1424,0.053372186
1425,0.010855609
1426,0.011985829
1427,0.015650641
1428,0.014765161
1429,0.028583936
1430,0.027855786
1431,0.14128937
1432,0.009647461
1433,0.017704833
1434,0.011896225
1435,0.011505719
1436,0.43712932
1437,0.021665588
1438,0.013267631
1439,0.023466377
1440,0.421582
1441,0.0118933385
1442,0.009864535
1443,0.0063448474
1444,0.014209482
1445,0.008009107
1446,0.33828115
1447,0.09816844
1448,0.014964725
1449,0.009451875
1450,0.0069347587
1451,0.1078542
1452,0.015500176
1453,0.0110227
1454,0.007866217
1455,0.021703336
1456,0.20339105
1457,0.021136045
1458,0.007292777
1459,0.008129771
1460,0.025930818
1461,0.011582477
1462,0.015651464
1463,0.22699086
1464,0.0076366467
1465,0.011504423
1466,0.018518936
1467,0.07881119
1468,0.005761197
1469,0.10675124
1470,0.008475808
1471,0.1255379
1472,0.01648693
1473,0.019372405
1474,0.018826038
1475,0.3031911
1476,0.24829744
1477,0.03592778
1478,0.0069893114
1479,0.08127282
1480,0.015945371
1481,0.006580314
1482,0.06325034
1483,0.008685694
1484,0.0085338345
1485,0.35278282
1486,0.5910206
1487,0.043175433
1488,0.009558948
1489,0.04907692
1490,0.021303674
1491,0.049371373
1492,0.035573572
1493,0.014769372
1494,0.04545696
1495,0.14426674
1496,0.01377455
1497,0.008085917
1498,0.11198178
1499,0.025800686
1500,0.009757989
1501,0.13642795
1502,0.031220293
1503,0.10898915
1504,0.07408979
1505,0.007708403
1506,0.050704
1507,0.031976793
1508,0.038591042
1509,0.03841686
1510,0.022016328
1511,0.009482958
1512,0.01809303
1513,0.021968115
1514,0.012898974
1515,0.012398396
1516,0.007849997
1517,0.18674609
1518,0.16901432
1519,0.018618738
1520,0.029024445
1521,0.07114129
1522,0.038980383
1523,0.022282971
1524,0.007857097
1525,0.06907493
1526,0.18457273
1527,0.03702173
1528,0.024002757
1529,0.048433587
1530,0.029598186
1531,0.014248361
1532,0.05161397
1533,0.28184295
1534,0.057417206
1535,0.012333696
1536,0.011843942
1537,0.2980244
1538,0.012701947
1539,0.004931998
1540,0.0084384745
1541,0.32740453
1542,0.006312899
1543,0.026834816
1544,0.030490035
1545,0.011433683
1546,0.007201577
1547,0.09443575
1548,0.042791683
1549,0.074319415
1550,0.016934454
1551,0.014860362
1552,0.014600116
1553,0.13349257
1554,0.015924532
1555,0.56163085
1556,0.016292853
1557,0.0056024548
1558,0.50029606
1559,0.09723292
1560,0.12997161
1561,0.02047577
1562,0.010608628
1563,0.048621126
1564,0.009538491
1565,0.02731072
1566,0.022265581
1567,0.013872967
1568,0.0068998346
1569,0.028406722
1570,0.24270323
1571,0.012001373
1572,0.027411355
1573,0.042182278
1574,0.006014239
1575,0.014859571
1576,0.02023077
1577,0.007385991
1578,0.01904379
1579,0.0093013225
1580,0.010836604
1581,0.00761082
1582,0.011554211
1583,0.005625835
1584,0.0076064956
1585,0.012104672
1586,0.28594613
1587,0.11024059
1588,0.20905949
1589,0.010206516
1590,0.0065522483
1591,0.031117039
1592,0.006627305
1593,0.009543463
1594,0.18796371
1595,0.15994266
1596,0.015280072
1597,0.011059652
1598,0.011474361
1599,0.028765598
1600,0.0066618845
1601,0.007999747
1602,0.008653135
1603,0.059027363
1604,0.010241789
1605,0.016844109
1606,0.04124856
1607,0.036026634
1608,0.02856368
1609,0.02368591
1610,0.0069346963
1611,0.021596478
1612,0.13547938
1613,0.027280722
1614,0.093671486
1615,0.012001197
1616,0.8173742
1617,0.7357651
1618,0.02131009
1619,0.09139824
1620,0.5248226
1621,0.4732531
1622,0.05294274
1623,0.69776946
1624,0.042789128
1625,0.0060475906
1626,0.0076834396
1627,0.02194739
1628,0.010806657
1629,0.016936708
1630,0.0074471957
1631,0.010289933
1632,0.24500768
1633,0.2588675
1634,0.023233384
1635,0.012817419
1636,0.060141075
1637,0.016625827
1638,0.012463309
1639,0.0067062606
1640,0.06327792
1641,0.0067034466
1642,0.00628843
1643,0.018188048
1644,0.022879487
1645,0.009315574
1646,0.007812476
1647,0.80466574
1648,0.044563577
1649,0.02038641
1650,0.047628596
1651,0.5214318
1652,0.00829988
